Gene	Triplication-1.RNA.counts.txt	Triplication-2.RNA.counts.txt	Triplication-3.RNA.counts.txt	Isogenic-1.RNA.counts.txt	Isogenic-2.RNA.counts.txt	Isogenic-3.RNA.counts.txt
ENSG00000309574	1.535278248	10.63250107	10.59494253	3.245089322	4.737006518	2.871274171
ENSG00000309575	0	0	0	0	0	0
ENSG00000309576	0	0	0	0	0	0
ENSG00000309577	0	0	0	0	0	0
ENSG00000309578	0	0	0	0	0	0
ENSG00000309579	3.070556496	2.658125267	3.852706373	2.163392881	0.947401304	1.435637086
ENSG00000309580	0	0	0	0	0	0
ENSG00000309581	0	0	0	0	0.947401304	0
ENSG00000309582	0	0	0.963176593	0	0	0
ENSG00000309583	0	0.886041756	0	0	0	0
ENSG00000309584	0	0	0	0	0	0
ENSG00000309585	0	0	0	0	0	0
ENSG00000309586	0	7.088334046	4.815882966	0	0	0
ENSG00000309587	1.535278248	1.772083512	2.88952978	3.245089322	1.894802607	1.435637086
ENSG00000309588	3.83819562	0	1.926353187	0	0.947401304	0
ENSG00000309589	0	0	0	0	0	2.871274171
ENSG00000309590	0.767639124	0	0	1.081696441	1.894802607	0
ENSG00000309591	0	0	0	0	0.947401304	1.435637086
ENSG00000309592	0	0	0	0	0	0
ENSG00000309593	1.535278248	0.886041756	0	2.163392881	0	0
ENSG00000309594	2.302917372	0	0	0	0.947401304	0
ENSG00000309595	0.767639124	1.772083512	1.926353187	2.163392881	0.947401304	0
ENSG00000309596	3.070556496	0.886041756	2.88952978	6.490178644	3.789605214	4.306911257
ENSG00000309597	0	0	0	0	0.947401304	0
ENSG00000309598	0	0	0.963176593	0	0	0
ENSG00000309599	2.302917372	0	0	3.245089322	1.894802607	1.435637086
ENSG00000309600	0	0	0	1.081696441	0	0
ENSG00000309601	0	0	0	0	0	0
ENSG00000309602	0.767639124	1.772083512	1.926353187	1.081696441	0	0
ENSG00000309603	0	0	0	0	0	0
ENSG00000309604	0.767639124	0	0	0	0	4.306911257
ENSG00000309605	0	0	1.926353187	0	0	1.435637086
ENSG00000309606	0	0	0	0	0	0
ENSG00000309607	0	0	0	0	0	0
ENSG00000309608	1.535278248	0	0.963176593	0	0	0
ENSG00000309609	0	0	0	0	0	0
ENSG00000309610	0	0	0	0	0	0
ENSG00000309611	0	0	0	0	0	0
ENSG00000309612	0	0	0	0	0	0
ENSG00000309613	0	0.886041756	0	3.245089322	0	2.871274171
ENSG00000309614	0	0	0	0	0	0
ENSG00000309615	0	0	0	0	0	0
ENSG00000309616	0	0	0	0	0	0
ENSG00000309617	2.302917372	1.772083512	1.926353187	4.326785763	0.947401304	2.871274171
ENSG00000309618	4.605834744	5.316250535	4.815882966	9.735267966	10.42141434	8.613822514
ENSG00000309619	0	0	0	0	0	0
ENSG00000309620	6.908752115	3.544167023	2.88952978	5.408482203	6.631809125	8.613822514
ENSG00000309621	0	0	0	0	0	0
ENSG00000309622	0	0	0	0	0	0
ENSG00000309623	0.767639124	0	0.963176593	0	0	0
ENSG00000309624	0	0	0	0	0	0
ENSG00000309625	0	0	0	0	0	0
ENSG00000309626	0	2.658125267	0	2.163392881	0	0
ENSG00000309627	5.373473867	9.746459314	8.668589339	11.89866085	9.474013036	8.613822514
ENSG00000309628	0	0	0	0	0	0
ENSG00000309629	0.767639124	0	0	0	0	1.435637086
ENSG00000309630	6.908752115	5.316250535	0	2.163392881	0.947401304	0
ENSG00000309631	0	0	0	0	0	0
ENSG00000309632	0	0	0	0	0	0
ENSG00000309633	1.535278248	2.658125267	1.926353187	4.326785763	0	2.871274171
ENSG00000309634	0	1.772083512	0	0	0	0
ENSG00000309635	0	0	0	0	0	1.435637086
ENSG00000309636	0	0.886041756	0	1.081696441	0	0
ENSG00000309637	0	0	0	0	0	0
ENSG00000309638	0	0	0	0	0	0
ENSG00000309639	0.767639124	0	0	0	0	0
ENSG00000309640	0	0	0.963176593	0	0	0
ENSG00000309641	0.767639124	0	0.963176593	0	3.789605214	0
ENSG00000309642	0	0	0	0	0	0
ENSG00000309643	0	0	0	0	0	0
ENSG00000309644	0.767639124	0	0	0	0	0
ENSG00000309645	0	0	0	0	0	0
ENSG00000309646	5.373473867	0.886041756	0	3.245089322	16.10582216	7.178185429
ENSG00000309647	0	0	0	0	0	0
ENSG00000309648	0.767639124	0	0	0	0	0
ENSG00000309649	0.767639124	0	0	0	0.947401304	0
ENSG00000309650	0	0	0	0	0	0
ENSG00000309651	0	0	0	1.081696441	0	0
ENSG00000309652	0	0.886041756	0	1.081696441	0	1.435637086
ENSG00000309653	0	0	0	0	0	0
ENSG00000309654	4.605834744	4.430208779	7.705412746	4.326785763	2.842203911	7.178185429
ENSG00000309655	2.302917372	7.088334046	8.668589339	3.245089322	4.737006518	2.871274171
ENSG00000309656	0	0	0.963176593	0	0	0
ENSG00000309657	3.070556496	7.088334046	2.88952978	1.081696441	3.789605214	0
ENSG00000309658	0.767639124	0.886041756	0	0	0	1.435637086
ENSG00000309659	9.979308611	0	0	1.081696441	0.947401304	2.871274171
ENSG00000309660	3.83819562	2.658125267	4.815882966	1.081696441	0.947401304	4.306911257
ENSG00000309661	0	0	0	0	0	0
ENSG00000309662	0	0	0	0	0	0
ENSG00000309663	0	0	0	0	0	0
ENSG00000309664	0	0	0	0	0	0
ENSG00000309665	19.1909781	0	0	4.326785763	10.42141434	1.435637086
ENSG00000309666	1.535278248	3.544167023	1.926353187	0	0.947401304	0
ENSG00000309667	0	0	0	0	0	0
ENSG00000309668	9.211669487	0.886041756	7.705412746	4.326785763	8.526611732	11.48509669
ENSG00000309669	0	0	0	0	0	0
ENSG00000309670	0	0	0	0	0	0
ENSG00000309671	0	0	0	0	0	0
ENSG00000309672	0	0	0.963176593	1.081696441	0.947401304	0
ENSG00000309673	0	0	0	0	0	0
ENSG00000309674	0	0	0	0	0	0
ENSG00000309675	0	0	0	0	0	0
ENSG00000309676	1.535278248	3.544167023	0	1.081696441	1.894802607	0
ENSG00000309677	0	0.886041756	0	0	0	0
ENSG00000309678	0	0	0	0	0	0
ENSG00000309679	0	0.886041756	0.963176593	1.081696441	0.947401304	1.435637086
ENSG00000309680	0	0	0	0	0	0
ENSG00000309681	2.302917372	5.316250535	0.963176593	3.245089322	1.894802607	0
ENSG00000309682	0	0	0	0	0	0
ENSG00000309683	3.83819562	1.772083512	0	0	0	0
ENSG00000309684	0	0	0.963176593	0	0	0
ENSG00000309685	0.767639124	0	0	0	0.947401304	0
ENSG00000309686	0	0	0	0	0	0
ENSG00000309687	0	0	0	0	0	0
ENSG00000309688	0.767639124	1.772083512	0	0	0	0
ENSG00000309689	0	0	0	0	0	0
ENSG00000309690	0.767639124	0	0	1.081696441	1.894802607	0
ENSG00000309691	0	0.886041756	0	0	0	1.435637086
ENSG00000309692	116.6811468	178.0943929	144.476489	126.5584836	82.42391341	81.83131389
ENSG00000309693	0	0	0	0	0	0
ENSG00000309694	0	0	0	1.081696441	0	0
ENSG00000309695	0	0	0.963176593	0	0	0
ENSG00000309696	0	0	0	0	0	0
ENSG00000309697	0	0	0	0	0	0
ENSG00000309698	0	0	0	0	0	0
ENSG00000309699	0	0	0	0	0	0
ENSG00000309700	0	0	0	0	0	0
ENSG00000309701	0	0	0	0	0	0
ENSG00000309702	6.908752115	1.772083512	0.963176593	8.653571526	8.526611732	5.742548343
ENSG00000309703	0	0	0	0	0	0
ENSG00000309704	0	0	0	0	0	0
ENSG00000309705	0	0	0	0	0	0
ENSG00000309706	0	0	0	0	0	0
ENSG00000309707	0	0.886041756	0	0	0	0
ENSG00000309708	0	0	0	0	0	0
ENSG00000309709	0	0	0	0	0	0
ENSG00000309710	3.070556496	0.886041756	3.852706373	5.408482203	1.894802607	1.435637086
ENSG00000309711	0	0	0	0	0	0
ENSG00000309712	2.302917372	0	0	0	0	0
ENSG00000309713	0	0	0	0	0.947401304	0
ENSG00000309714	0	0	0	0	0	0
ENSG00000309715	0	0	0	0	0	0
ENSG00000309716	1.535278248	2.658125267	0	1.081696441	0	8.613822514
ENSG00000309717	0	0	0.963176593	2.163392881	0	0
ENSG00000309718	0	0	0	0	0	2.871274171
ENSG00000309719	0	0	0	2.163392881	1.894802607	1.435637086
ENSG00000309720	0	2.658125267	0.963176593	1.081696441	0	0
ENSG00000309721	0	0	0	0	0	0
ENSG00000309722	0	0	0	0	0	0
ENSG00000309723	2.302917372	7.088334046	5.77905956	1.081696441	0.947401304	1.435637086
ENSG00000309724	0	0	0	0	0	0
ENSG00000309725	0	0	0	0	0.947401304	0
ENSG00000309726	0	0	0	0	0	0
ENSG00000309727	0	0	0	0	0	0
ENSG00000309728	0	0	0	0	0	1.435637086
ENSG00000309729	0	0	0	0	0	0
ENSG00000309730	0.767639124	0	0	0	0	1.435637086
ENSG00000309731	3.070556496	0.886041756	5.77905956	10.81696441	0.947401304	2.871274171
ENSG00000309732	0	0	0	0	0	0
ENSG00000309733	0	0	0	1.081696441	0	0
ENSG00000309734	0	0	0	0	0	0
ENSG00000309735	0	0	0	0	0	0
ENSG00000309736	1.535278248	1.772083512	0	1.081696441	0.947401304	4.306911257
ENSG00000309737	0.767639124	0	0	0	0	4.306911257
ENSG00000309738	0	0	0	0	0	0
ENSG00000309739	0	0	0	0	0	0
ENSG00000309740	3.070556496	7.088334046	1.926353187	0	0.947401304	0
ENSG00000309741	0	0	0	0	0	0
ENSG00000309742	0	0	0	0	0	0
ENSG00000309743	0	0	0	0	0	0
ENSG00000309744	0	0	0	0	0	0
ENSG00000309745	9.211669487	12.40458458	18.30035527	6.490178644	1.894802607	0
ENSG00000309746	0	0	0	0	0	0
ENSG00000309747	0	1.772083512	0	0	0	2.871274171
ENSG00000309748	0	0	0	0	0	0
ENSG00000309749	0.767639124	0	0	0	0	0
ENSG00000309750	0	0.886041756	0	0	0	0
ENSG00000309751	1.535278248	0.886041756	4.815882966	5.408482203	0.947401304	0
ENSG00000309752	0	0	0	0	0	0
ENSG00000309753	1.535278248	0	0	0	1.894802607	0
ENSG00000309754	0	0	0	0	0	0
ENSG00000309755	0	0	0	0	0	0
ENSG00000309756	0	0	0	0	0	0
ENSG00000309757	0	0	0.963176593	0	0	0
ENSG00000309758	8.444030363	7.088334046	9.631765933	5.408482203	11.36881564	12.92073377
ENSG00000309759	0	0	0	0	0	0
ENSG00000309760	0	0	0	0	0	0
ENSG00000309761	0	1.772083512	0	0	1.894802607	1.435637086
ENSG00000309762	0	0.886041756	0	0	0	0
ENSG00000309763	0	0	0	0	0	0
ENSG00000309764	0	0.886041756	0	0	0	0
ENSG00000309765	0	0	0	0	0	0
ENSG00000309766	0	0	0	0	0	0
ENSG00000309767	8.444030363	7.974375802	13.48447231	15.14375017	16.10582216	5.742548343
ENSG00000309768	0	0	0	0	0	0
ENSG00000309769	0	0	0	0	0.947401304	0
ENSG00000309770	0	0	0.963176593	0	0	0
ENSG00000309771	0	0	0	0	0	1.435637086
ENSG00000309772	0	0.886041756	0.963176593	0	0.947401304	0
ENSG00000309773	0	0	0	0	0	0
ENSG00000309774	0	0	0	0	0	0
ENSG00000309775	0	0	0	0	0	0
ENSG00000309776	0	1.772083512	0.963176593	0	0	0
ENSG00000309777	1833.122228	1276.78617	1401.421943	1772.900466	1672.163301	1949.595162
ENSG00000309778	0	0.886041756	0	1.081696441	0.947401304	0
ENSG00000309779	0	0	0	0	0	0
ENSG00000309780	0	0	0	0	0	0
ENSG00000309781	0.767639124	0.886041756	0	0	0	0
ENSG00000309782	0	0	0	0	0	0
ENSG00000309783	0	0	0	0	0	0
ENSG00000309784	0	0	0	0	0	0
ENSG00000309785	0	0	0	0	0	0
ENSG00000309786	0	0	0	0	0	0
ENSG00000309788	0	1.772083512	1.926353187	0	1.894802607	2.871274171
ENSG00000309789	7.676391239	0	0	7.571875085	61.58108473	2.871274171
ENSG00000309790	0.767639124	0.886041756	0.963176593	2.163392881	3.789605214	2.871274171
ENSG00000309791	0	0	0	0	0	0
ENSG00000309792	4.605834744	2.658125267	1.926353187	0	0.947401304	2.871274171
ENSG00000309794	0	0	0	0	0	0
ENSG00000309795	0.767639124	0	0	0	0	0
ENSG00000309796	0.767639124	1.772083512	2.88952978	0	0	0
ENSG00000309797	0.767639124	0	0	0	0	1.435637086
ENSG00000309798	0	0.886041756	0	0	0	0
ENSG00000309799	0	0	0	0	0	0
ENSG00000309800	1.535278248	0.886041756	0	2.163392881	2.842203911	1.435637086
ENSG00000309801	0	0.886041756	0.963176593	0	0	0
ENSG00000309803	0.767639124	0	0.963176593	2.163392881	0.947401304	2.871274171
ENSG00000309804	0.767639124	0.886041756	0	0	0.947401304	1.435637086
ENSG00000309805	0	0	0	0	0	0
ENSG00000309806	1.535278248	0.886041756	0.963176593	2.163392881	2.842203911	0
ENSG00000309807	0	0	0	0	0	0
ENSG00000309808	0	0	0	0	0	7.178185429
ENSG00000309809	0	0	0	0	0	0
ENSG00000309810	0	0	1.926353187	0	0	0
ENSG00000309811	3.83819562	0	1.926353187	1.081696441	0	0
ENSG00000309812	0.767639124	0	0.963176593	0	0.947401304	0
ENSG00000309813	0	0	0	0	0	0
ENSG00000309814	0	0	0	0	0	0
ENSG00000309815	0	0	0	0	0.947401304	0
ENSG00000309816	1.535278248	0.886041756	0	0	0.947401304	1.435637086
ENSG00000309817	0	0	0	0	0	0
ENSG00000309818	0	0	0	0	0	0
ENSG00000309819	0	0	0	0	0	0
ENSG00000309820	0	1.772083512	0	1.081696441	0	0
ENSG00000309821	0	0	0	0	0	0
ENSG00000309822	0	0	2.88952978	0	0	0
ENSG00000309823	0	0	0	0	0.947401304	0
ENSG00000309824	0.767639124	0	0	0	0	0
ENSG00000309825	0	0	0	1.081696441	0	0
ENSG00000309826	0	0	0	1.081696441	0	0
ENSG00000309827	0	0	0	0	0	0
ENSG00000309828	6.141112991	7.974375802	0.963176593	6.490178644	8.526611732	5.742548343
ENSG00000309829	0	0	0	0	0.947401304	0
ENSG00000309830	0	1.772083512	0	0	0	0
ENSG00000309832	0	0	0	0	0	0
ENSG00000309833	2.302917372	4.430208779	3.852706373	6.490178644	7.579210429	2.871274171
ENSG00000309834	0.767639124	0	1.926353187	1.081696441	0.947401304	0
ENSG00000309835	0	0	0	0	0	0
ENSG00000309836	0	0.886041756	0	0	0	0
ENSG00000309837	12.28222598	23.92312741	26.00576802	8.653571526	5.684407821	7.178185429
ENSG00000309838	0	0	0	0	0	0
ENSG00000309839	0	0	0	0	0	0
ENSG00000309840	0	0	0	0	0	0
ENSG00000309841	0	0	0	0	0.947401304	0
ENSG00000309842	2.302917372	3.544167023	0.963176593	2.163392881	2.842203911	4.306911257
ENSG00000309843	0	0	0	0	0	0
ENSG00000309844	1.535278248	0	0	0	0	0
ENSG00000309845	0	0	0	0	0	0
ENSG00000309846	0.767639124	0	0	0	0	0
ENSG00000309847	0	0	0	0	0	0
ENSG00000309848	0	0	0	0	0	0
ENSG00000309849	0	0	0	0	0	0
ENSG00000309850	0	0	0	0	0	0
ENSG00000309851	0	0	0	0	0	0
ENSG00000309852	0	1.772083512	1.926353187	1.081696441	0	1.435637086
ENSG00000309853	0	0	0	0	0	0
ENSG00000309854	0.767639124	0	0	0	0	0
ENSG00000309855	0	1.772083512	0.963176593	4.326785763	0.947401304	0
ENSG00000309856	0	0	0	1.081696441	0	0
ENSG00000309857	0.767639124	0	0	0	0	0
ENSG00000309858	0	0.886041756	0	0	0.947401304	0
ENSG00000309859	0	0	0	0	0	0
ENSG00000309860	0	0	0	0	0.947401304	0
ENSG00000309861	0	0	0	0	0	0
ENSG00000309862	0	0	0	0	0	0
ENSG00000309863	0	0	0.963176593	0	0.947401304	0
ENSG00000309864	0	0	0	0	0	0
ENSG00000309865	0	0	0	0	0	0
ENSG00000309866	0	0	0	0	0	0
ENSG00000309867	0	0	0	0	0	0
ENSG00000309868	1.535278248	0	0	0	0	2.871274171
ENSG00000309869	0	0	0	0	0	0
ENSG00000309870	2.302917372	0.886041756	0	9.735267966	0	1.435637086
ENSG00000309871	0	0	0	0	0	0
ENSG00000309872	0	0	0	0	0	0
ENSG00000309873	0	0	0	0	0	0
ENSG00000309874	0	0	0	0	0	0
ENSG00000309875	0	0	0	0	0	0
ENSG00000309876	0	0	0	0	0	0
ENSG00000309877	0	0	0	0	0	0
ENSG00000309878	0	0	7.705412746	0	0	0
ENSG00000309879	0	0	0	0	0	0
ENSG00000309880	19.95861722	21.26500214	26.00576802	9.735267966	12.31621695	12.92073377
ENSG00000309881	0	0	0	3.245089322	0	11.48509669
ENSG00000309882	0	0	0	0	0	0
ENSG00000309883	0	0	0	0	0.947401304	0
ENSG00000309884	0	0	0	0	0	0
ENSG00000309885	0	0	0	0	0	0
ENSG00000309886	0	0	0	0	0	0
ENSG00000309887	0	0	0	0	0	0
ENSG00000309888	0	0.886041756	0.963176593	0	0	1.435637086
ENSG00000309889	3.070556496	0.886041756	0.963176593	0	0	0
ENSG00000309890	0	0	0	0	0	0
ENSG00000309891	0	0	0	0	0	0
ENSG00000309892	0	0	0	0	0	0
ENSG00000309893	0	0	0.963176593	0	0.947401304	0
ENSG00000309894	0	0	0	0	0	0
ENSG00000309895	0.767639124	0	0	0	0	0
ENSG00000309896	0	0	0	0	0	0
ENSG00000309897	5.373473867	4.430208779	4.815882966	2.163392881	1.894802607	5.742548343
ENSG00000309898	0	0	0	1.081696441	0	0
ENSG00000309899	1.535278248	0.886041756	0.963176593	0	0.947401304	0
ENSG00000309900	0	0	0.963176593	0	0	0
ENSG00000309901	0	0	0	0	0	0
ENSG00000309902	0	0	0	0	0	0
ENSG00000309903	0	0	0	0	0	0
ENSG00000309904	0	0	0	0	0	0
ENSG00000309905	0	0	0.963176593	0	0	0
ENSG00000309906	0.767639124	0	0	0	0	0
ENSG00000309907	0	0	0	0	0	0
ENSG00000309908	0	0	0	0	0	0
ENSG00000309909	0	0	0	0	0	0
ENSG00000309910	0	0	0	0	0	0
ENSG00000309911	0	0	0	0	0	0
ENSG00000309912	0	0	0	0	0	0
ENSG00000309913	1.535278248	0	0.963176593	0	0	0
ENSG00000309914	0	0	0	0	0	0
ENSG00000309915	0	0	0	0	0	0
ENSG00000309916	0	0	0.963176593	0	0.947401304	1.435637086
ENSG00000309917	0	0	0	0	0	0
ENSG00000309918	0	0	0	0	0	0
ENSG00000309919	0	0	0	0	0	0
ENSG00000309920	0	0	0	0	0.947401304	0
ENSG00000309921	0	1.772083512	0	4.326785763	3.789605214	5.742548343
ENSG00000309922	4.605834744	2.658125267	4.815882966	3.245089322	1.894802607	0
ENSG00000309923	0	0	0	0	0	0
ENSG00000309924	61.41112991	49.61833832	67.42236153	18.38883949	13.26361825	11.48509669
ENSG00000309925	0	0	0	0	0	0
ENSG00000309926	0	0	0	1.081696441	0	0
ENSG00000309927	1.535278248	0	0.963176593	8.653571526	7.579210429	4.306911257
ENSG00000309928	0	0	0	0	0	0
ENSG00000309929	0	0	0	0	0	0
ENSG00000309930	0	0	0	0	0	0
ENSG00000309931	11.51458686	14.17666809	10.59494253	5.408482203	9.474013036	5.742548343
ENSG00000309932	0	0	0	0	0	0
ENSG00000309933	0	0	0	0	0	0
ENSG00000309934	0	0	0.963176593	0	0	0
ENSG00000309935	0	0	0	0	0	0
ENSG00000309936	0	0	0	0	0	0
ENSG00000309937	0	2.658125267	0	0	0	1.435637086
ENSG00000309938	0	0.886041756	0	0	0	0
ENSG00000309939	0	0	0	0	0	0
ENSG00000309940	0.767639124	0	0	0	0	0
ENSG00000309941	2.302917372	0	4.815882966	0	0.947401304	0
ENSG00000309942	1.535278248	0	0	0	0	0
ENSG00000309943	0.767639124	0	0	0	0	0
ENSG00000309944	0	0	0	0	0	0
ENSG00000309945	0	0	0	2.163392881	0.947401304	0
ENSG00000309946	1.535278248	2.658125267	0.963176593	0	0.947401304	1.435637086
ENSG00000309947	0	0	0	0	0	0
ENSG00000309948	0	0	0	0	0	0
ENSG00000309949	0	0	0	0	0	0
ENSG00000309950	0	0	0	2.163392881	0	0
ENSG00000309951	0.767639124	0	0	0	0	0
ENSG00000309952	0	0	0	0	0	0
ENSG00000309953	0	0	0	0	0	0
ENSG00000309954	1.535278248	1.772083512	3.852706373	6.490178644	0.947401304	4.306911257
ENSG00000309955	0	0	0	2.163392881	0.947401304	2.871274171
ENSG00000309956	2.302917372	2.658125267	1.926353187	1.081696441	2.842203911	0
ENSG00000309957	0	0	0	1.081696441	0	0
ENSG00000309958	0.767639124	0.886041756	0	2.163392881	0	1.435637086
ENSG00000309959	1.535278248	2.658125267	0.963176593	9.735267966	5.684407821	2.871274171
ENSG00000309960	0	0	0	0	0	0
ENSG00000309961	0	0	0	0	0	0
ENSG00000309962	0	1.772083512	0	0	0	0
ENSG00000309963	0	0	0	0	0	0
ENSG00000309964	0	0	0	0	0	0
ENSG00000309965	0.767639124	0.886041756	0.963176593	0	0	0
ENSG00000309966	0	0	0	1.081696441	0.947401304	0
ENSG00000309967	0	0	0	0	0	0
ENSG00000309968	0	0	0	0	0	0
ENSG00000309969	0	0	0.963176593	0	0	0
ENSG00000309970	0	0	0	0	0	0
ENSG00000309971	0	0	0	1.081696441	0	1.435637086
ENSG00000309972	0	0	0	0	0	0
ENSG00000309973	0	0	0	0	0	0
ENSG00000309974	0	0	0	0	0	0
ENSG00000309975	0	0	0	0	0	0
ENSG00000309976	1.535278248	0	2.88952978	0	0.947401304	2.871274171
ENSG00000309977	0	0.886041756	0	2.163392881	0	0
ENSG00000309978	0	0	0	0	0	0
ENSG00000309979	0	0	0	1.081696441	0	0
ENSG00000309980	0.767639124	0	0	0	0	0
ENSG00000309981	0	0	0	0	0	0
ENSG00000309982	0.767639124	0	0	0	0	0
ENSG00000309983	0	0	0	0	0	0
ENSG00000309984	0	0	0	0	0	0
ENSG00000309985	0	0	0	0	0	0
ENSG00000309986	0.767639124	0	1.926353187	0	0	2.871274171
ENSG00000309987	0	0	0	0	0	0
ENSG00000309988	0.767639124	0.886041756	1.926353187	0	0.947401304	2.871274171
ENSG00000309989	8.444030363	0	0	2.163392881	6.631809125	5.742548343
ENSG00000309990	0.767639124	0	0	0	0	0
ENSG00000309991	0	0	0	0	0	0
ENSG00000309992	0	0.886041756	1.926353187	0	0	0
ENSG00000309993	0.767639124	0	0	0	0	0
ENSG00000309994	0	0	0	0	0	0
ENSG00000309995	0	0	0.963176593	0	0	0
ENSG00000309996	1.535278248	0	0.963176593	0	0.947401304	0
ENSG00000309997	0.767639124	0	0.963176593	0	0	0
ENSG00000309998	0	0	0	0	0	0
ENSG00000309999	0	0	0	2.163392881	0.947401304	0
ENSG00000310000	0	0	0	0	0	0
ENSG00000310001	0	0	0	0	0	0
ENSG00000310002	0	0	0	0	0	0
ENSG00000310003	0	0.886041756	0	0	0	1.435637086
ENSG00000310004	6.908752115	3.544167023	14.4476489	3.245089322	6.631809125	10.0494596
ENSG00000310005	1.535278248	0.886041756	1.926353187	2.163392881	0	0
ENSG00000310006	0	0	0	0	0	0
ENSG00000310007	0	0.886041756	0.963176593	0	0.947401304	1.435637086
ENSG00000310008	0	0.886041756	0	0	0	0
ENSG00000310009	0.767639124	0	0	0	0	0
ENSG00000310010	0	0	0	0	0	0
ENSG00000310011	0	0.886041756	0.963176593	0	0	0
ENSG00000310012	0	0	0	0	0	0
ENSG00000310013	0	0	0	0	0	0
ENSG00000310014	0	0	1.926353187	0	0	0
ENSG00000310015	123.589899	151.5131402	128.1024869	108.1696441	103.2667421	111.9796927
ENSG00000310016	0	0	0	0	0	2.871274171
ENSG00000310017	0	0	0	0	0	0
ENSG00000310018	0	0	0	0	0	0
ENSG00000310019	63.71404729	93.92042611	84.75954021	31.36919678	25.5798352	15.79200794
ENSG00000310020	0	0	0	0	0	0
ENSG00000310021	0	0	0	0	0	0
ENSG00000310022	0	0	0	0	0	0
ENSG00000310023	0	0	0	0	0	0
ENSG00000310024	0	0	0	0	0	0
ENSG00000310025	1.535278248	0	0	0	0	0
ENSG00000310026	0	0	0	0	0	0
ENSG00000310027	0	0	0	0	0	0
ENSG00000310028	0.767639124	2.658125267	0	0	0	0
ENSG00000310029	0	0	0	0	0	0
ENSG00000310030	0	0	0	0	0	0
ENSG00000310031	3.070556496	0.886041756	0.963176593	3.245089322	0.947401304	1.435637086
ENSG00000310032	0	0	0	0	0	0
ENSG00000310033	0	0.886041756	0	0	0	0
ENSG00000310034	0	0	0.963176593	0	0	0
ENSG00000310035	0	0	0	0	0	0
ENSG00000310036	0	0	0	1.081696441	0	1.435637086
ENSG00000310037	0	0	0.963176593	0	2.842203911	1.435637086
ENSG00000310038	0	0	0	0	0	0
ENSG00000310039	0	0.886041756	0	1.081696441	0	0
ENSG00000310040	0.767639124	0	1.926353187	0	1.894802607	0
ENSG00000310041	0	0	0	1.081696441	0	0
ENSG00000310042	0.767639124	0	0	0	0	0
ENSG00000310043	0.767639124	0	0	0	0	0
ENSG00000310044	0	0	0.963176593	0	0	0
ENSG00000310045	0.767639124	0	0	0	1.894802607	0
ENSG00000310046	0	0	0	0	0	0
ENSG00000310047	0	0	0	0	0	0
ENSG00000310048	0	0	0	0	0	0
ENSG00000310049	0.767639124	1.772083512	0	0	1.894802607	0
ENSG00000310050	0	0	0	0	0	0
ENSG00000310051	0	0	0	0	1.894802607	0
ENSG00000310052	0.767639124	1.772083512	0	4.326785763	0	0
ENSG00000310053	0	0.886041756	0	0	0	0
ENSG00000310054	0	0	0	0	0	0
ENSG00000310055	0	0	0	0	0	0
ENSG00000310056	0.767639124	0	0	0	0	0
ENSG00000310057	0	0	0.963176593	0	0	0
ENSG00000310058	0	0	0	0	0	0
ENSG00000310059	75.22863414	20.37896038	19.26353187	31.36919678	59.68628213	22.97019337
ENSG00000310060	0	0	0	0	0	0
ENSG00000310061	0	0	0	0	0	0
ENSG00000310062	0	0	0	0	0	0
ENSG00000310063	0	0	0	0	0	0
ENSG00000310064	3.83819562	0.886041756	0.963176593	0	0	1.435637086
ENSG00000310065	0	0	0	1.081696441	0	0
ENSG00000310066	6.141112991	0.886041756	3.852706373	3.245089322	0.947401304	2.871274171
ENSG00000310067	1.535278248	0	2.88952978	4.326785763	0.947401304	5.742548343
ENSG00000310068	0.767639124	3.544167023	1.926353187	3.245089322	0.947401304	1.435637086
ENSG00000310069	0	0	0	0	0	0
ENSG00000310070	0	0	0.963176593	1.081696441	0.947401304	0
ENSG00000310071	0	0.886041756	0	0	0	0
ENSG00000310072	0	0	0	0	0	0
ENSG00000310073	0	0	0	0	1.894802607	0
ENSG00000310074	2.302917372	0.886041756	0.963176593	0	0.947401304	0
ENSG00000310075	0	0	0	0	1.894802607	0
ENSG00000310076	0	0	0	1.081696441	0	0
ENSG00000310077	0	0	0	0	0	0
ENSG00000310078	0	0	0	0	0.947401304	0
ENSG00000310079	0	0	0	0	0	0
ENSG00000310080	0	0	0	0	0	0
ENSG00000310081	0	0	0	0	0	0
ENSG00000310082	0	0	0	0	0	0
ENSG00000310083	0	0	0	0	0	0
ENSG00000310084	0	0	0	0	0	0
ENSG00000310085	0	0	0	0	0	0
ENSG00000310086	0	0	0	0	0	0
ENSG00000310087	0	0.886041756	0	0	0	0
ENSG00000310088	0	0	0	0	0	0
ENSG00000310089	0	0	0	0	0	0
ENSG00000310090	0	0	0	0	0	0
ENSG00000310091	0	0	0	0	0	0
ENSG00000310092	6.141112991	15.06270985	8.668589339	1.081696441	0	1.435637086
ENSG00000310093	0	0	0	0	0	0
ENSG00000310094	0	0	0	0	0	0
ENSG00000310095	1.535278248	0.886041756	3.852706373	2.163392881	1.894802607	0
ENSG00000310096	0	0	0	0	0.947401304	0
ENSG00000310097	0	0	0	0	0	0
ENSG00000310098	0	0	0	0	0	0
ENSG00000310099	0	0	0	0	0	0
ENSG00000310100	0	0	0	0	0	0
